"ACCESSION_NUMBER","ID","PERSONSIGNATURE","PERSONTITLE","SIGNATUREDATE"
"0001670254-16-000069",2,"Silvano Hernandez","Managing member","2016-07-05"
"0001670254-16-000069",1,"William Bonhorst","Co-Founder","2016-07-05"
"0001677843-16-000002",1,"Michael E. Stacey","Vice President","2016-07-01"
"0001625242-16-000120",1,"/s/ Ryan Huss","COO","2016-07-05"
"0001625242-16-000120",2,"/s/ Rishi Nagia","CEO","2016-07-05"
"0001625242-16-000120",3,"/s/ Seth Bayles","Director","2016-07-05"
"0001678208-16-000004",1,"Kent A. Hachmeister","CEO/President","2016-07-01"
"0001675585-16-000002",1,"James William Spencer","President","2016-07-01"
"0001678623-16-000001",1,"Tami Harrison","CEO","2016-07-01"
"0001676570-16-000005",1,"/s/ Brian Wynne","CEO","2016-07-01"
"0001676570-16-000005",2,"/s/ Matthew Kurke","CFO","2016-07-01"
"0001676208-16-000001",1,"Fabio Villari","President","2016-06-30"
"0001675896-16-000002",1,"Donald McSwain","President","2016-06-30"
"0001670254-16-000067",1,"Marc Hodulich","Founder & CEO","2016-06-30"
"0001665160-16-000183",1,"Amel Hill","Contract Patent Engineer","2016-12-29"
"0001665160-16-000183",5,"John Hondros","Advisor","2016-12-29"
"0001665160-16-000183",4,"Tom Steding","Advisor","2016-12-29"
"0001665160-16-000183",3,"Cindy Godley","Corporate Secretary","2016-12-29"
"0001665160-16-000183",2,"Walt Maclay","Interim CTO","2016-12-29"
"0001693084-16-000001",1,"Victor A. Montoya","Manager","2016-12-28"
"0001665160-16-000180",1,"Brian Kelly","EVP & Director","2016-12-27"
"0001665160-16-000180",2,"Carl George","Chairman & CEO","2016-12-27"
"0001685751-16-000001",1,"Timmu Toke","Principal Executive Officer","2016-12-27"
"0001685751-16-000001",2,"Haver Jarveoja","Principal Accounting Officer and Principal Financial Officer","2016-12-27"
"0001684321-16-000003",1,"Christy J. Jepson","Manager","2016-12-27"
"0001684321-16-000001",1,"Chris Jepson","Manager","2016-12-23"
"0001692818-16-000003",1,"Victor A. Montoya","Manager","2016-12-23"
"0001669191-16-000083",4,"Andy Fox","Board Member","2016-09-20"
"0001669191-16-000083",3,"Andy Fox","Principal Accounting Officer","2016-09-20"
"0001669191-16-000083",1,"Andy Fox","Principal Executive Officer","2016-09-20"
"0001669191-16-000083",2,"Andy Fox","Principal Financial Officer","2016-09-20"
"0001213900-16-019667",1,"Chad Newell","CEO","2016-12-21"
"0001690794-16-000001",1,"Victor A. Montoya","Manager","2016-12-22"
"0001611945-16-000005",1,"/s/ J. TODD COLEMAN","CEO","2016-12-22"
"0001670254-16-000236",1,"Stacy Lowery","President","2016-12-20"
"0001680041-16-000004",1,"Margaret E. Wirth","Director","2016-12-20"
"0001670254-16-000235",1,"Julian Martinez","Director of Marketing / Board Member","2016-12-19"
"0001679373-16-000008",1,"Brandi LeAnn DeCarli","Director","2016-12-16"
"0001682697-16-000005",1,"dexroy donaldson","president","2016-12-16"
"0001679373-16-000008",2,"Scott Stewart Thompson","Director","2016-12-16"
"0001677843-16-000003",1,"Mike Stacey","CEO","2016-12-15"
"0001670254-16-000232",1,"Mark Liebman","CTO","2016-12-12"
"0001670254-16-000234",1,"Jamison Wiggins","Owner","2016-12-08"
"0001664526-16-000009",1,"/s/Brian Monnin","CEO","2016-12-14"
"0001665160-16-000175",1,"Arshad Hisham","Founder, CEO","2016-12-14"
"0001669191-16-000080",1,"MJ Cartwright","Principal Executive Officer","2016-12-13"
"0001669191-16-000080",4,"James Prescott","Board Member","2016-12-13"
"0001669191-16-000080",3,"MJ Cartwright","Principal Accounting Officer","2016-12-13"
"0001669191-16-000080",2,"MJ Cartwright","Principal Financial Officer","2016-12-13"
"0001669191-16-000080",5,"MJ Cartwright","Board Member","2016-12-13"
"0001691774-16-000001",1,"Kris Hardy","Managing Partner","2016-12-14"
"0001691774-16-000001",2,"John Long","Managing Partner","2016-12-14"
"0001670254-16-000229",1,"Christopher P. Somogyi","Founder","2016-12-12"
"0001682864-16-000008",1,"dexter dixon","president","2016-12-13"
"0001665160-16-000172",1,"Wade Keech","THE PHILANTHROPIC SPIRIT","2016-12-12"
"0001670254-16-000225",1,"Rashaan Everett","CEO","2016-12-09"
"0001670254-16-000223",1,"Alfred Fung","CEO","2016-12-09"
"0001669191-16-000074",5,"David  Pinkney","Board Member","2016-10-01"
"0001669191-16-000074",1,"Jeffrey Schattner","Principal Executive Officer","2016-10-01"
"0001669191-16-000074",2,"Jeffrey Schattner","Principal Financial Officer","2016-10-01"
"0001669191-16-000074",3,"Jeffrey Schattner","Principal Accounting Officer","2016-10-01"
"0001669191-16-000074",4,"Jeffrey Schattner","Board Member","2016-10-01"
"0001691341-16-000008",1,"/s/ Megan Summers","Manager","2016-12-08"
"0001691341-16-000008",2,"/s/ Anthony Wood","Owner/Creative Director","2016-12-08"
"0001691341-16-000006",1,"/s/ Megan Summers","Manager","2016-12-08"
"0001691341-16-000006",2,"/s/ Anthony Wood","Owner/Creative Director","2016-12-08"
"0001670254-16-000218",1,"Keith Sherrill","CEO","2016-12-06"
"0001688437-16-000007",1,"Gregory Parker","CEO / Managing Member","2016-12-06"
"0001690909-16-000003",1,"Aristotle Loumis","Director","2016-12-06"
"0001690909-16-000003",2,"Ravi Patel","Director","2016-12-06"
"0001690909-16-000001",3,"John Roa","Board Member","2016-12-06"
"0001690909-16-000001",2,"Ravi Patel","Co-Founder","2016-12-06"
"0001690909-16-000001",1,"Aristotle Loumis","Founder & CEO","2016-12-06"
"0001680454-16-000006",2,"/s/ Martin Sherene","CFO/CTO, Director","2016-12-06"
"0001680454-16-000006",4,"/s/ Mokyi Chow","Secretary/Chief Creative Director, Director","2016-12-06"
"0001680454-16-000006",3,"/s/ Michael Ashe","Chief Product Officer, Director","2016-12-06"
"0001680454-16-000006",1,"/s/ Yue Niu","CEO, Director","2016-12-06"
"0001665160-16-000170",1,"Edward Jacobs","CTO","2016-12-05"
"0001144204-16-137950",3,"/s/ Gene Massey","CFO","2016-12-05"
"0001144204-16-137950",2,"/s/ Jeffery Mundy","COO","2016-12-05"
"0001144204-16-137950",1,"/s/ Barry Fasman","CEO","2016-12-05"
"0001670254-16-000217",2,"William Swanson","Core Developer","2016-12-05"
"0001670254-16-000217",1,"Tim Horton","CTO","2016-12-05"
"0001670254-16-000217",3,"Kevin Sullivan","Founder","2016-12-05"
"0001684715-16-000003",1,"Amrita Karnani","Manager","2016-12-05"
"0001686564-16-000003",1,"Kimberly Vaughan","President & CEO","2016-12-05"
"0001670254-16-000216",2,"Travis Moore","CTO, Founder","2016-12-02"
"0001670254-16-000216",1,"Sam Kazemian","CEO, Founder","2016-12-02"
"0001665160-16-000167",1,"Chad Newell","CEO","2016-12-02"
"0001665160-16-000168",1,"William Koch","Founder and Managing Partner","2016-12-02"
"0001691448-16-000001",2,"Ari Goldberg","Director","2016-12-02"
"0001665160-16-000168",2,"Gary Fenton","Founder and Managing Partner","2016-12-02"
"0001691448-16-000001",1,"Dr. Justin Rome","Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer, Director","2016-12-02"
"0001670254-16-000214",1,"Elliott Johnson","CEO","2016-11-21"
"0001670254-16-000214",2,"Marielle Wardell","Vice President","2016-11-21"
"0001670254-16-000213",1,"Kavitha Gopalan","CoFounder and CMO","2016-12-02"
"0001686564-16-000001",1,"Kimberly Vaughan","President & CEO","2016-12-02"
"0001670254-16-000211",1,"Steven E. Bushnell","President, ClimateStore Inc.","2016-11-21"
"0001670254-16-000209",1,"Justin D Crouse","Vice President","2016-11-30"
"0001670254-16-000208",1,"Martin Kessler","COO","2016-11-29"
"0001690216-16-000001",1,"Alan Levin","Managing Partner","2016-11-29"
"0001597895-16-000003",1,"Stephanie Lawrence","Co-Chief Executive Officer and Director","2016-11-28"
"0001670254-16-000207",1,"Joshua E Morton","President","2016-11-28"
"0001665160-16-000165",1,"David M. Rich","Founder & CEO","2016-11-28"
"0001597895-16-000003",2,"Aashi Vel","Co-Chief Executive Officer and Director","2016-11-28"
"0001670254-16-000206",1,"Martin Kessler","COO","2016-11-25"
"0001689502-16-000002",1,"Rolv E. Heggenhougen","CEO","2016-10-25"
"0001670254-16-000205",1,"Antony Evans","CEO","2016-11-21"
"0001665160-16-000160",2,"Jeff Dowell","President","2016-11-22"
"0001665160-16-000160",5,"James Williams","Chief Strategy Officer","2016-11-22"
"0001665160-16-000160",4,"Ali Fakhari","CFO","2016-11-22"
"0001665160-16-000160",3,"Star Faraon","Director","2016-11-22"
"0001665160-16-000160",1,"John Wildman","Chairman & CEO","2016-11-22"
"0001688545-16-000003",1,"Andre Morissette","Chief Executive Officer and Director","2016-11-22"
"0001685706-16-000005",1,"Hugo Gamboa","Manager","2016-11-22"
"0001685706-16-000005",2,"Andre Wasserman","Manager","2016-11-22"
"0001685706-16-000005",3,"Adam Snyder","Manager","2016-11-22"
"0001670254-16-000203",1,"Packy McFarland","VP Direct Response TV and Advertising","2016-11-15"
"0001670254-16-000203",2,"Rod Jones","VP Marketing","2016-11-15"
"0001670254-16-000201",1,"Karen Cooper","Owner/Founder","2016-11-18"
"0001665160-16-000152",1,"Robert Colangelo","CEO and Founding Farmer","2016-11-18"
"0001665160-16-000152",2,"Carl Wenz","Co-Founder and CFO","2016-11-18"
"0001684570-16-000008",1,"kencle windross","PRESIDENT","2016-11-18"
"0001684570-16-000007",1,"kencle windross","PRESIDENT","2016-11-18"
"0001684570-16-000006",1,"kencle windross","PRESIDENT","2016-11-18"
"0001144204-16-135022",1,"/s/ William Seippel","Chief Executive Officer","2016-11-15"
"0001144204-16-135022",2,"/s/ John Hale","Senior Vice President of Finance, principal accounting officer","2016-11-15"
"0001144204-16-135022",3,"/s/ William N. McAtee","Director","2016-11-15"
"0001144204-16-135022",4,"/s/ Roger Ogden","Director","2016-11-15"
"0001144204-16-135022",5,"/s/ Peter Schleider","Director","2016-11-15"
"0001144204-16-135022",6,"/s/ James Sturgill","Director","2016-11-15"
"0001144204-16-135022",7,"/s/ Michael Wharton","Director","2016-11-15"
"0001674421-16-000012",3,"Robert Losey","Class A Member","2016-11-16"
"0001674421-16-000012",2,"Thomas Kiefer","Class A Member","2016-11-16"
"0001674421-16-000012",1,"Linda Losey","Class A Member","2016-11-16"
"0001688545-16-000002",1,"Andre Morissette","Chief Executive Officer and Director","2016-11-16"
"0001597895-16-000001",1,"Stephanie Lawrence","Co-Chief Executive Officer and Director","2016-11-16"
"0001597895-16-000001",2,"Aashi Vel","Co-Chief Executive Officer and Director","2016-11-16"
"0001665160-16-000150",6,"Daniel Schwarzbaum","Director of Marketing","2016-11-15"
"0001665160-16-000150",5,"Yuriy Fuks","Electrical and Computer Engineering Advisor","2016-11-15"
"0001665160-16-000150",4,"Bruce Tulloch","New Media and Technologies","2016-11-15"
"0001665160-16-000150",3,"Sergey Samchyk","Head of Computer Engineering","2016-11-15"
"0001665160-16-000150",2,"Stefano Paris","Chief Technical Officer","2016-11-15"
"0001665160-16-000150",1,"Nelson Tyler","Chief Designer","2016-11-15"
"0001665160-16-000150",7,"Boris Jarry","Operations Manager","2016-11-15"
"0001670254-16-000200",1,"Jared Heyman","CEO","2016-11-10"
"0001669760-16-000095",1,"Georgia Quinn","Managing Member","2016-11-15"
"0001690042-16-000004",2,"Ibrahim S. Batshon","CEO","2016-11-14"
"0001690042-16-000004",1,"Joseph E. Shatara","CCO/Acting CFO","2016-11-14"
"0001690042-16-000001",1,"Joseph E. Shatara","CCO/Acting CFO","2016-11-14"
"0001690042-16-000001",2,"Ibrahim S. Batshon","CEO","2016-11-14"
"0001689758-16-000001",1,"Richard A Heaton","CEO","2016-11-14"
"0001664526-16-000005",1,"Pia Carusone","Owner","2016-11-14"
"0001670254-16-000198",1,"Chris Yerbey","CEO","2016-11-14"
"0001144204-16-134497",1,"/s/ Gene Massey","CFO","2016-11-14"
"0001664526-16-000003",1,"Brian Monnin","CEO","2016-11-14"
"0001664526-16-000007",1,"Jeffrey Todd Coleman","CEO","2016-11-14"
"0001681345-16-000004",1,"PAUL U DESIR","PRESIDENT","2016-11-14"
"0001682664-16-000006",1,"James E.Ward Jr","President/CEO","2016-11-14"
"0001682664-16-000005",1,"James E.Ward Jr","President/CEO","2016-11-14"
"0001682664-16-000004",1,"James E.Ward Jr","President/CEO","2016-11-14"
"0001669191-16-000062",3,"Andy Fox","Principal Accounting Officer","2016-09-20"
"0001669191-16-000062",4,"Andy Fox","Board Member","2016-09-20"
"0001670254-16-000193",1,"Alan Tabor","Board Member","2016-11-10"
"0001670254-16-000193",2,"Richard Ying","COO","2016-11-10"
"0001669191-16-000062",1,"Andy Fox","Principal Executive Officer","2016-09-20"
"0001670254-16-000196",1,"Martin Kessler","COO","2016-11-10"
"0001670254-16-000197",1,"Matt Gorecki","COO","2016-11-10"
"0001670254-16-000195",1,"Bernard Loyd","President","2016-11-10"
"0001669191-16-000062",2,"Andy Fox","Principal Financial Officer","2016-09-20"
"0001670254-16-000192",1,"Jim Nguyen","CTO","2016-11-08"
"0001670254-16-000191",1,"Jim Nguyen","CTO","2016-11-08"
"0001670254-16-000190",1,"Jim Nguyen","CTO","2016-11-08"
"0001670254-16-000189",2,"KIMBERLY COUPOUNAS","DIRECTOR, B LAB COLORADO","2016-11-08"
"0001670254-16-000189",1,"Anne Maleady","9 November 2016","2016-11-09"
"0001670254-16-000187",1,"Janelle Schroy","President","2016-11-09"
"0001670254-16-000189",3,"Gwoff O'Keeffe","Director","2016-11-08"
"0001685501-16-000008",1,"Shenghua Hong","President/CEO","2016-11-08"
"0001625242-16-000175",1,"/s/ Ryan Huss","COO","2016-07-28"
"0001677548-16-000005",1,"Yanli Gong","CEO","2016-11-07"
"0001647869-16-000005",1,"Abigail Edgecliffe-Johnson","Director, Chief Executive Officer","2016-11-04"
"0001684570-16-000005",1,"Kencle Windross","President","2016-11-04"
"0001682883-16-000004",1,"Henry Johnson","President","2016-11-04"
"0001682385-16-000002",1,"Patrick Noel","Co-CEO","2016-11-04"
"0001682495-16-000011",1,"Patrick Noel","President","2016-11-04"
"0001685501-16-000007",1,"Shenghua Hong","President/CEO","2016-11-01"
"0001670254-16-000186",1,"Ray Chintalapati","CTO","2016-11-03"
"0001670254-16-000185",2,"Anne Maleady","Board of Directors","2016-10-28"
"0001670254-16-000185",3,"Kimberly Coupounas","Member, Board of Directors","2016-10-28"
"0001670254-16-000185",4,"Geoffrey M. O'Keeffe","Director","2016-10-28"
"0001670254-16-000185",1,"Thomas H Vogl, Jr","Director","2016-10-28"
"0001670254-16-000184",1,"Ian Bushong","CTO","2016-11-02"
"0001670254-16-000184",2,"Mark Wu","COO","2016-11-02"
"0001670254-16-000183",1,"Soren Berg","CTO","2016-11-02"
"0001688437-16-000006",1,"Gregory Parker","CEO / Managing Member","2016-11-01"
"0001688437-16-000004",1,"Gregory Parker","CEO / Managing Member","2016-11-01"
"0001683264-16-000003",1,"Buddy Doyle","President","2016-11-01"
"0001677548-16-000004",1,"Yanli Gong","CEO","2016-11-01"
"0001670254-16-000182",1,"David Nelson","Director of Business Development","2016-10-28"
"0001665160-16-000141",2,"Carl Wenz","CFO","2016-10-28"
"0001665160-16-000141",1,"Robert Colangelo","CEO and Founding Farmer","2016-10-28"
"0001665160-16-000142",1,"Andrew Dewey","CEO/CFO","2016-10-28"
"0001680454-16-000005",1,"/s/ Yue Niu","CEO, Director","2016-10-28"
"0001680454-16-000005",2,"/s/ Martin Sherene","CFO/CTO, Director","2016-10-28"
"0001680454-16-000005",3,"/s/ Michael Ashe","Chief Product Officer, Director","2016-10-28"
"0001680454-16-000005",4,"/s/ Mokyi Chow","Secretary/Chief Creative Director, Director","2016-10-28"
"0001688226-16-000002",1,"Tawni O'Dell","Co-Managing Member","2016-10-28"
"0001688226-16-000002",2,"Mitchell Maxwell","Co-Managing Member","2016-10-28"
"0001687197-16-000002",1,"Victor Montoya","Manager","2016-10-27"
"0001677351-16-000004",2,"/s/ Bojan Didic","President","2016-10-27"
"0001677351-16-000004",1,"/s/ Alfonso J. Cervantes","CEO","2016-10-27"
"0001677351-16-000004",3,"/s/ Ronald Scott","CFO","2016-10-27"
"0001670254-16-000180",2,"John Creswell","Board Member","2016-10-24"
"0001670254-16-000180",1,"Glenn Gottfried","Board Chair","2016-10-09"
"0001670254-16-000180",3,"Earl M. Furfine","Board Member","2016-10-25"
"0001683856-16-000003",2,"/s/ Alejandro Curiel","CFO","2016-10-26"
"0001683856-16-000003",1,"/s/ Gabriel D. Bourie Corneille","President, CEO","2016-10-26"
"0001683856-16-000003",3,"/s/ Matias Pablo Perrone","Vice President, CTO","2016-10-26"
"0001688437-16-000003",1,"Gregory Parker","CEO / Managing Member","2016-10-26"
"0001670254-16-000178",1,"Bryan Wallace","Founder","2016-10-25"
"0001670254-16-000176",1,"Jamison Wiggins","Owner","2016-10-24"
"0001679373-16-000006",1,"Brandi LeAnn DeCarli","Director","2016-10-25"
"0001679373-16-000006",2,"Scott Stewart Thompson","Director","2016-10-25"
"0001688072-16-000005",1,"Eve Peters","President, CEO and Director","2016-10-24"
"0001688072-16-000003",1,"Eve Peters","CEO","2016-10-24"
"0001688129-16-000001",1,"Donna R Beasley","President","2016-10-24"
"0001670254-16-000173",1,"William Swanson","Chief Architect","2016-10-21"
"0001670254-16-000175",1,"Joshua E Morton","President","2016-10-14"
"0001670254-16-000173",3,"Tim Horton","CTO","2016-10-21"
"0001670254-16-000173",4,"Will Pangman","COO","2016-10-21"
"0001670254-16-000172",1,"John McDougall","Co-founder/CCO","2016-10-18"
"0001682664-16-000003",1,"James E.Ward Jr","President/CEO","2016-10-21"
"0001670254-16-000173",2,"Kevin Sullivan","Co-Founder / Board Member","2016-10-21"
"0001684628-16-000004",1,"kencle windross","President","2016-10-21"
"0001682864-16-000007",1,"Dexter Dixon","President","2016-10-21"
"0001679372-16-000009",1,"Ash Kumra","President","2016-10-21"
"0001684568-16-000004",1,"ERROL HARVEY","President","2016-10-21"
"0001685112-16-000007",1,"Eric Johnson","President","2016-10-21"
"0001684570-16-000004",1,"Kencle Windross","President","2016-10-21"
"0001684463-16-000002",1,"ERROL HARVEY","PRESIDENT","2016-10-20"
"0001682495-16-000010",1,"Patrick Noel","President","2016-10-20"
"0001682883-16-000003",1,"Henry N Johnson","President","2016-10-20"
"0001682385-16-000001",1,"Uriel Ortiz","President","2016-10-20"
"0001684570-16-000003",1,"Kencle Windross","President","2016-10-20"
"0001681345-16-000003",1,"paul desir","president","2016-10-20"
"0001670254-16-000171",3,"David Haynes","Director","2016-10-18"
"0001670254-16-000171",4,"Kevin L. Cash","Chief Financial Officer - Baker & Hostetler LLP","2016-10-18"
"0001670254-16-000170",4,"Kevin L. Cash","Chief Financial Officer - Baker & Hostetler LLP","2016-10-18"
"0001670254-16-000171",1,"Blake Squires","Partner Hatch Services LLC","2016-10-18"
"0001670254-16-000167",1,"Geoffrey Libby","Managing Member","2016-10-18"
"0001670254-16-000167",2,"Nick Olivero","Managing Member","2016-10-17"
"0001670254-16-000170",1,"Blake Squires","Partner Hatch Services LLC","2016-10-18"
"0001670254-16-000170",2,"Rebecca Lynn White","Director","2016-10-18"
"0001670254-16-000170",3,"David Haynes","Director","2016-10-18"
"0001670254-16-000171",2,"Rebecca Lynn White","Director","2016-10-18"
"0001670254-16-000168",1,"Jared Heyman","CEO","2016-10-18"
"0001670254-16-000165",1,"David Goodacre","CFO/COO","2016-10-18"
"0001670254-16-000165",2,"Zane Lamprey","Chairman","2016-10-18"
